"instance"	"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"1"	1	0.254609535020138	0.116667791279074	0.162532855649729	0.284002218269538	0.183435794435185	0.34574103113444	0.218253563797643	0.308500064355709	0.162503423321074	0.270833516248254	5.69945902330864	0.179938817622058	3.42183383080134	8.48628002450219
"2"	2	0.183334303804609	0.220841655880795	0.19607973341989	0.207826883486065	0.333001043506741	0.360924483473074	0.17497375719275	0.346577207066228	0.233387310564869	0.425002711823049	5.41053623095751	5.70009160832495	-5.35404009762492	2.76787147719077
"3"	3	0.326852550546435	0.443035242885915	0.325492573075519	0.324708216111683	0.265802317118384	0.301449244201581	0.285773159483101	0.109098774329524	0.483283534471533	0.225056170670333	1.57994648752958	6.37488520105643	1.03789863418274	4.21933069937961
"4"	4	0.245835233105382	0.246299050395342	0.404057561938557	0.216851725008487	0.312103453318675	0.255867840384255	0.336080360345178	0.36192919841794	0.191762947956857	0.316671676047808	2.61235568666599	6.47805123577276	7.62276039219934	-3.08988695702752
"5"	5	0.22046106365001	0.294666811440655	0.201733092412798	0.276017047787569	0.134003915410855	0.287506861494079	0.179169339903688	0.287500167369896	0.145833343313209	0.145833334832926	2.25508960301943	0.188678665785412	2.48316400187186	6.26020551459396
"6"	6	0.326242122005509	0.294374442214807	0.180986738874405	0.250915270279103	0.413953257356551	0.273397079258206	0.422256556981677	0.204703933351732	0.319328208380643	0.206051306600596	4.35104882220082	2.7364007722713	0.880899361223055	7.5031237461072
"7"	7	0.247435513197821	0.325866687264141	0.303910192324575	0.197840527795103	0.350769419332909	0.179173902338882	0.179166748974446	0.183333335063712	0.212500000039455	0.200000000000221	2.34523449619897	3.35677910658901	-3.82790171346251	-4.14366355848531
"8"	8	0.349695197247941	0.305507461931121	0.394854707215164	0.432875069386198	0.339065753441994	0.259552698124814	0.235122796520089	0.233628814105604	0.168156336588377	0.208508513252431	3.49019154399663	4.94462813082805	-1.15488820640353	1.57643788477955
"9"	9	0.384353689831264	0.255031385260572	0.515575969480319	0.381614559551733	0.38663229359195	0.474952941059217	0.45901392399812	0.377792621572107	0.419338868518872	0.275011349341164	-0.0882175705186636	6.86878118374656	0.248151688232652	0.941690180724651
"10"	10	0.267541504108653	0.40808546858479	0.371968776706647	0.254327751288759	0.247112864887035	0.211338176094322	0.254191014582064	0.229170339422082	0.229167129598884	0.295833333440488	5.24420749639188	2.34672553418321	4.61374496662377	2.07916444089359
"11"	11	0.447296842853752	0.363425397091097	0.262525138279827	0.204167203755948	0.301343421570128	0.274789854252782	0.25419410209072	0.416666669868718	0.0875000000018686	0.237500000000001	0.596981515558794	5.71391487286792	4.30133835305121	7.85186692527831
"12"	12	0.281779734978254	0.331096619209879	0.355929533676587	0.236652724722431	0.162269464764497	0.23793609379067	0.170864735218579	0.154167984117727	0.229166792914992	0.208333341850313	2.80524002419803	3.26360257120871	-3.10294315827269	-2.61036131100745
"13"	13	0.4190673180598	0.439391441998381	0.491070251594301	0.552217961605885	0.35791034133858	0.273945726520038	0.387779844921079	0.347585248681907	0.253029409418983	0.248468118178258	3.22062914199467	2.46456819565371	0.843284894449825	0.479838104450196
"14"	14	0.321536509793206	0.333527685963214	0.43960430511708	0.204665092854408	0.224075274737303	0.240220263913109	0.358266903292842	0.175690009232614	0.170942618482164	0.104207121064049	1.78973335013568	2.8744386018836	-1.0745283478797	-1.70538724337387
"15"	15	0.358376398786772	0.466813709066417	0.346251119408776	0.313157171652305	0.233526757431074	0.472528978218771	0.285027234150121	0.348156977373289	0.213206799165341	0.134788862900225	1.84361350755689	3.04933079832774	-5.67010753556831	-0.450081132572925
"16"	16	0.27500009491466	0.20000664100697	0.291819800476715	0.316652042062831	0.303639103917957	0.260879250100387	0.142680594473916	0.395018151439035	0.226588270273956	0.237654549690413	7.87332235801051	5.5283448630853	-3.66520243905122	3.24953799891535
"17"	17	0.220124634682201	0.2019399933807	0.374081660323098	0.389861619892753	0.342773519779385	0.435576979630465	0.191814692354969	0.260619627842626	0.262642590079065	0.204216895743881	3.73259635600841	6.7277129432595	1.42873175388522	4.45763576576185
"18"	18	0.362529945315211	0.219723031373265	0.138443392481349	0.367012839550928	0.370688592369323	0.233557745807614	0.295847140472735	0.220834083561025	0.233333352439176	0.362500000973124	2.48326866056031	4.71734025092282	6.29670746158566	3.8935288489599
"19"	19	0.292624190401886	0.185858765722986	0.488730322054475	0.205169356162744	0.285067856964147	0.420912086567574	0.200001414398076	0.337500027988392	0.250000006892206	0.266666666706445	3.98790016914552	3.09364269915097	-8.46965835595352	-3.07537541310647
"20"	20	0.177188616739516	0.254044155446294	0.380642482235096	0.153393278907202	0.298520278170319	0.399727562656419	0.376868892419457	0.336256398772259	0.350018696987539	0.224185692843308	6.69867546145239	6.37917358792228	-0.681477442012095	-1.689023978796
"21"	21	0.226603252224042	0.20452193705607	0.426985599663854	0.342984972220856	0.331281857674541	0.383921976331677	0.350356195407857	0.350002768456209	0.191666689360169	0.283333333494033	2.90974385496697	5.73344727795009	3.04329153527271	5.12130681837962
"22"	22	0.366141427349311	0.316830217187117	0.261809724812077	0.222373184421349	0.341134919225864	0.476709264819466	0.369030981558898	0.236496387421224	0.290926661339957	0.14840797391976	4.87528436703729	5.71906078222197	0.247231293183634	-1.72111383192055
