"instance"	"DN_HistogramMode_5"	"DN_HistogramMode_10"	"CO_f1ecac"	"CO_FirstMin_ac"	"CO_HistogramAMI_even_2_5"	"CO_trev_1_num"	"MD_hrv_classic_pnn40"	"SB_BinaryStats_mean_longstretch1"	"SB_TransitionMatrix_3ac_sumdiagcov"	"PD_PeriodicityWang_th0_01"	"CO_Embed2_Dist_tau_d_expfit_meandiff"	"IN_AutoMutualInfoStats_40_gaussian_fmmi"	"FC_LocalSimple_mean1_tauresrat"	"DN_OutlierInclude_p_001_mdrmd"	"DN_OutlierInclude_n_001_mdrmd"	"SP_Summaries_welch_rect_area_5_1"	"SB_BinaryStats_diff_longstretch0"	"SB_MotifThree_quantile_hh"	"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"SP_Summaries_welch_rect_centroid"	"FC_LocalSimple_mean3_stderr"	"DN_Mean"	"DN_Spread_Std"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"1"	1	-0.115568001998298	0.364968065973698	1	1	0.604809903817658	2.02316595855177	1	2	0.00823045267489712	0	0.351792752168483	1	1	0.2	0	1.23259516440783e-33	2	2.04319187054512	0	0	1.96349540849375	1.36431551940593	-4.94049245958195e-16	1	5.69945902330864	0.179938817622058	3.42183383080134	8.48628002450219
"2"	2	-1.08034214140405	-0.420685256527395	1	1	0.735621939758795	1.85339747687193	1	4	0.0452674897119342	0	0.274150742913434	5	1	0.6	-0.4	1.23259516440783e-33	3	1.58109375017182	0	0	2.3561944901925	1.26430936223922	-1.11022302462516e-16	1	5.41053623095751	5.70009160832495	-5.35404009762492	2.76787147719077
"3"	3	0.0186379349446754	0.538273382631212	1	1	0.843502716928213	1.96469639739271	1	4	0.037037037037037	0	0.316619584061386	2	1	0.1	0.6	3.08148791101958e-34	3	1.73512645696292	0	0	2.3561944901925	1.17382229319055	3.5527136788005e-16	1	1.57994648752958	6.37488520105643	1.03789863418274	4.21933069937961
"4"	4	0.455670486085978	1.13288840724976	1	1	0.908908734898781	-2.66028026394385	1	3	0.0617283950617284	0	0.333779242924819	1	1	0	0.2	0	2	1.52295506753132	0	0	2.3561944901925	1.2622627906484	1.83707216105944e-16	1	2.61235568666599	6.47805123577276	7.62276039219934	-3.08988695702752
"5"	5	0.92817260964052	1.06978314786116	1	1	0.735621939758795	-2.20536758425268	1	2	0.0493827160493827	0	0.34487702523688	2	1	-0.2	0.6	1.23259516440783e-33	2	1.67698777432242	0	0	2.74889357189125	1.23076389593879	3.44169137633799e-16	1	2.25508960301943	0.188678665785412	2.48316400187186	6.26020551459396
"6"	6	0.566404203371021	0.408464650056023	1	1	0.801027957729363	-0.971656270184833	1	3	0.0246913580246914	0	0.343196647595201	1	1	0.2	0.6	0	2	1.88915916375402	0	0	2.3561944901925	1.25425625687047	-2.55351295663786e-16	1	4.35104882220082	2.7364007722713	0.880899361223055	7.5031237461072
"7"	7	-0.933121145419723	0.414757254070331	2	5	0.49692912664824	-1.69027915134773	1	5	0.166666666666667	0	0.247786215262472	3	0.25	-0.3	0.5	3.08148791101958e-34	4	1.88915916375402	0	0	0.7853981633975	1.0722155832129	8.88178419700125e-17	1	2.34523449619897	3.35677910658901	-3.82790171346251	-4.14366355848531
"8"	8	-0.532213712528256	-0.68621592385014	1	2	0.974314752869349	-0.587291639518936	1	4	0.0625	0	0.207578747857242	1	0.5	-0.3	0.5	6.93334779979405e-34	3	2.04319187054512	0	0	0.7853981633975	1.18220891276906	-6.66133814775094e-17	1	3.49019154399663	4.94462813082805	-1.15488820640353	1.57643788477955
"9"	9	0.464340495128208	0.604747203507142	1	1	0.670215921788226	0.242700163557874	1	6	0.0493827160493827	0	0.229761517825959	3	1	-0.2	0.2	0	5	1.67698777432242	0	0	1.570796326795	1.06499944753903	-2.22044604925031e-17	1	-0.0882175705186636	6.86878118374656	0.248151688232652	0.941690180724651
"10"	10	-0.990023731160773	-0.819664051850714	2	7	0.735621939758795	0.442241299314153	1	5	0.166666666666667	0	0.275554852404731	3	0.25	-0.4	0.6	4.81482486096809e-34	3	1.88915916375402	0	0	0.39269908169875	0.436781178208973	-1.11022302462516e-16	1	5.24420749639188	2.34672553418321	4.61374496662377	2.07916444089359
"11"	11	0.350480009018584	0.350480009018583	1	1	0.974314752869349	-2.7124361653204	1	4	0.0329218106995885	0	0.315253417890661	1	1	-0.1	0.6	3.08148791101958e-34	3	1.83102048111352	0	0	1.96349540849375	1.07904057673798	1.55431223447522e-16	1	0.596981515558794	5.71391487286792	4.30133835305121	7.85186692527831
"12"	12	-0.633222234571468	-0.633222234571468	3	6	0.908908734898781	0.0796222704846397	1	4	0.111111111111111	0	0.223239720482909	2	0.333333333333333	-0.4	0.5	1.92592994438724e-33	5	1.88915916375402	0	0	0.7853981633975	0.889047237768997	-2.99760216648792e-16	1	2.80524002419803	3.26360257120871	-3.10294315827269	-2.61036131100745
"13"	13	-0.799998005402485	-0.4609376354937	2	2	0.627741162589377	-0.496592138310881	1	5	0.0416666666666667	2	0.240875079196724	1	0.5	-0.3	0.7	4.93038065763132e-33	3	1.88915916375402	0	0	0.7853981633975	1.17506792483425	-4.44089209850063e-17	1	3.22062914199467	2.46456819565371	0.843284894449825	0.479838104450196
"14"	14	0.942584759913912	0.798028451541504	2	3	0.519860385419959	-0.344517296417463	1	5	0.0740740740740741	0	0.203933771301996	2	0.333333333333333	-0.5	0.8	3.08148791101958e-34	4	1.58109375017182	0	0	0.39269908169875	0.711807255533947	2.44249065417534e-16	1	1.78973335013568	2.8744386018836	-1.0745283478797	-1.70538724337387
"15"	15	-0.314673090482762	-0.137422602635472	1	1	0.670215921788226	-0.781999838338472	1	2	0.0740740740740741	0	0.28082523744146	2	0.333333333333333	-0.2	0.8	3.08148791101958e-34	2	1.73512645696292	0	0	1.17809724509625	0.949318645906608	3.10862446895044e-16	1	1.84361350755689	3.04933079832774	-5.67010753556831	-0.450081132572925
"16"	16	-0.0623239099041817	-0.238344868659567	1	3	0.693147180559945	1.45269976837189	1	4	0.0625	0	0.301274992450015	3	0.5	-0.1	-0.1	3.08148791101958e-34	4	2.04319187054512	0	0	1.17809724509625	1.55615743421633	-2.31759056390501e-16	1	7.87332235801051	5.5283448630853	-3.66520243905122	3.24953799891535
"17"	17	-0.61022000820703	-0.454384185915125	1	4	0.627741162589377	-1.73193894533358	1	5	0.111111111111111	0	0.232486575569199	1	0.333333333333333	0	0.6	3.08148791101958e-34	2	1.88915916375402	0	0	0.7853981633975	1.36089648157519	-4.21884749357559e-16	1	3.73259635600841	6.7277129432595	1.42873175388522	4.45763576576185
"18"	18	0.204235799970714	0.969992935522319	1	2	0.908908734898781	2.77902711595207	1	3	0.00823045267489712	2	0.289115548064189	5	1	-0.1	0.2	3.08148791101958e-34	3	2.04319187054512	0	0	1.96349540849375	1.1900484628449	2.33146835171283e-16	1	2.48326866056031	4.71734025092282	6.29670746158566	3.8935288489599
"19"	19	-0.625197867856147	-0.129352808267885	1	1	1.03972077083992	2.08803499396613	1	3	0.0246913580246914	0	0.332764874261791	1	1	0.1	0.4	0	2	1.88915916375402	0	0	2.3561944901925	0.756405930710798	7.105427357601e-16	1	3.98790016914552	3.09364269915097	-8.46965835595352	-3.07537541310647
"20"	20	0.49908208263723	-0.374443272270987	1	1	1.14760154800934	-1.36755159013571	1	5	0.0576131687242798	0	0.303352297768731	1	1	0.2	-0.4	3.08148791101958e-34	2	1.52295506753132	0	0	1.96349540849375	0.844239994890175	3.21964677141295e-16	1	6.69867546145239	6.37917358792228	-0.681477442012095	-1.689023978796
"21"	21	-0.131969011591091	-0.131969011591091	1	4	0.735621939758795	0.0395956535856712	1	5	0.0625	0	0.239901993333511	1	0.5	-0.1	-0.1	3.08148791101958e-34	3	1.88915916375402	0	0	1.17809724509625	1.19596106939946	6.35602681597902e-16	1	2.90974385496697	5.73344727795009	3.04329153527271	5.12130681837962
"22"	22	0.135041783308886	0.308192462384375	1	3	1.03972077083992	-0.617003227103704	1	4	0.0625	0	0.250625763164969	1	1	0.1	0.3	6.93334779979405e-34	3	1.52295506753132	0	0	1.17809724509625	1.36762692917646	5.77315972805081e-16	1	4.87528436703729	5.71906078222197	0.247231293183634	-1.72111383192055
"23"	23	-0.122149829531526	0.0367687863806201	1	1	0.908908734898781	1.84587849155092	1	2	0.0205761316872428	0	0.312108816372204	1	1	0.4	-0.2	1.23259516440783e-33	2	1.88915916375402	0	0	2.3561944901925	1.38516181327625	5.77315972805081e-16	1	6.18121927601828	2.00893649208778	2.62926646591661	-5.29217029139538
"24"	24	-0.785672258523501	0.0373658827716237	1	2	0.974314752869349	2.21079194885826	1	3	0	0	0.313952256116802	2	1	-0.1	0.2	0	4	2.19722457733622	0	0	1.570796326795	1.48428976172962	1.47104550762833e-16	1	4.14105386810104	3.09548691573618	4.03945352004406	0.817993742797207
"25"	25	0.21482620880836	-0.600175548975451	1	1	0.974314752869349	1.77496864724319	1	2	0.0329218106995885	0	0.316172363408109	2	1	0.25	0.2	0	3	1.73512645696292	0	0	1.96349540849375	1.28497650675306	-7.7715611723761e-17	1	2.46427654267815	2.62181736769228	6.35718727281899	2.29236139533991
"26"	26	0.0668261659614503	-0.321096521146986	1	3	1.03972077083992	-1.4757897108507	1	5	0.0625	0	0.286311726778746	3	0.5	-0.1	-0.3	0	3	1.73512645696292	0	0	1.17809724509625	1.47276390802435	-3.66373598126302e-16	1	3.42963439409649	4.9245666368857	-6.79495195210678	2.30010907531312
"27"	27	-0.518223973133916	-0.354195608918534	1	1	0.974314752869349	0.717784699779692	1	2	0.0246913580246914	0	0.303625862147752	3	1	0	0	3.08148791101958e-34	3	1.88915916375402	0	0	1.96349540849375	1.11395777670361	9.38138455808257e-16	1	2.54975802646296	7.06256697146477	1.80844100595098	0.944898228230437
"28"	28	0.411238337226443	0.224394140042751	1	2	0.553682460988564	2.23707099852499	0.888888888888889	6	0.0625	0	0.268411413723077	3	0.5	-0.2	0.6	3.08148791101958e-34	4	1.73512645696292	0	0	1.570796326795	0.781326271044952	1.02695629777827e-16	1	3.94764695774875	-0.0180125858617739	-0.733427383488721	4.46837324809471
"29"	29	0.476504746090469	-0.065089217780326	1	2	0.627741162589377	-1.6259986997864	1	3	0.0205761316872428	0	0.282840722534755	2	1	-0.6	0	3.08148791101958e-34	3	1.88915916375402	0	0	1.570796326795	0.873654056472548	-4.6074255521944e-16	1	3.2400019604622	1.64627959296507	-0.188264615182371	2.20567961353232
