"instance"	"DN_HistogramMode_5"	"DN_HistogramMode_10"	"CO_f1ecac"	"CO_FirstMin_ac"	"CO_HistogramAMI_even_2_5"	"CO_trev_1_num"	"MD_hrv_classic_pnn40"	"SB_BinaryStats_mean_longstretch1"	"SB_TransitionMatrix_3ac_sumdiagcov"	"PD_PeriodicityWang_th0_01"	"CO_Embed2_Dist_tau_d_expfit_meandiff"	"IN_AutoMutualInfoStats_40_gaussian_fmmi"	"FC_LocalSimple_mean1_tauresrat"	"DN_OutlierInclude_p_001_mdrmd"	"DN_OutlierInclude_n_001_mdrmd"	"SP_Summaries_welch_rect_area_5_1"	"SB_BinaryStats_diff_longstretch0"	"SB_MotifThree_quantile_hh"	"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"SP_Summaries_welch_rect_centroid"	"FC_LocalSimple_mean3_stderr"	"DN_Mean"	"DN_Spread_Std"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"1"	1	0.298872916678498	0.127291953053742	1	3	0.908908734898781	4.38297270423293	1	2	0.037037037037037	0	0.334785705423693	5	1	0.2	0.6	0	4	1.73512645696292	0	0	1.570796326795	1.4949968675523	-6.66133814775094e-17	1	5.69945902330864	0.179938817622058	3.42183383080134	8.48628002450219
"2"	2	0.262583251649322	0.0817000453391454	1	4	0.619088478959133	0.660947839685311	0.888888888888889	6	0.0416666666666667	0	0.214513416057255	1	0.5	0	0.7	1.23259516440783e-33	5	1.88915916375402	0	0	0.7853981633975	1.39733808474692	-2.99760216648792e-16	1	5.41053623095751	5.70009160832495	-5.35404009762492	2.76787147719077
"3"	3	0.323049379234564	-0.571022637179214	1	4	0.562335144618808	0.413409642283847	0.888888888888889	4	0.111111111111111	0	0.23416337500961	2	0.333333333333333	-0.4	0.3	1.23259516440783e-33	3	1.88915916375402	0	0	0.7853981633975	1.29119693329311	2.66453525910038e-16	1	1.57994648752958	6.37488520105643	1.03789863418274	4.21933069937961
"4"	4	-0.454103711627684	-0.0639445661008103	1	2	0.974314752869349	-1.56285408488372	1	3	0.00823045267489712	2	0.303399746719575	3	1	-0.1	-0.1	0	3	2.04319187054512	0	0	1.96349540849375	0.757634611000018	9.29811783123569e-17	1	2.61235568666599	6.47805123577276	7.62276039219934	-3.08988695702752
"5"	5	-0.356846438696244	0.226140695030005	1	4	0.314989647878009	0.451956126286809	1	3	0.166666666666667	0	0.256853344741402	2	0.25	-0.2	0.7	1.23259516440783e-33	5	1.88915916375402	0	0	0.7853981633975	1.20337483787339	6.66133814775094e-17	1	2.25508960301943	0.188678665785412	2.48316400187186	6.26020551459396
"6"	6	-0.407460265476725	-0.23953367134935	1	5	0.735621939758795	-1.41423718510958	1	4	0.166666666666667	0	0.237612669317357	1	0.25	-0.3	0.6	1.92592994438724e-33	3	1.88915916375402	0	0	1.17809724509625	1.0731561426643	-1.55431223447522e-16	1	4.35104882220082	2.7364007722713	0.880899361223055	7.5031237461072
"7"	7	1.08454344821046	-0.196173885683285	1	2	1.14760154800934	-2.72191915966645	1	3	0.0617283950617284	2	0.333054253237567	3	1	0	0.6	0	2	1.52295506753132	0	0	1.96349540849375	1.23307608930143	1.33226762955019e-16	1	2.34523449619897	3.35677910658901	-3.82790171346251	-4.14366355848531
"8"	8	0.138010788640952	-0.251293140554901	1	2	0.735621939758795	0.322983125528799	1	3	0.125	2	0.292064688662144	1	0.5	-0.5	0.7	7.70371977754894e-35	3	2.04319187054512	0	0	1.570796326795	1.10882017835003	1.33226762955019e-16	1	3.49019154399663	4.94462813082805	-1.15488820640353	1.57643788477955
"9"	9	-1.1482390025784	-0.996716573865999	1	1	0.49692912664824	1.67460134874756	1	4	0.0205761316872428	0	0.268235445933515	3	1	0.6	-0.4	0	4	1.88915916375402	0	0	1.17809724509625	1.26788590979175	6.66133814775094e-17	1	-0.0882175705186636	6.86878118374656	0.248151688232652	0.941690180724651
"10"	10	0.261801610197092	-0.466020502200375	1	1	0.974314752869349	-0.17970021385916	1	3	0.0329218106995885	0	0.339169333732465	1	1	-0.1	0.2	0	3	1.73512645696292	0	0	1.96349540849375	0.964568292588642	-2.22044604925031e-16	1	5.24420749639188	2.34672553418321	4.61374496662377	2.07916444089359
"11"	11	0.0920698942253886	-0.387101638672244	2	3	0.49692912664824	-0.36217054555078	1	4	0.111111111111111	0	0.282431407460711	1	0.666666666666667	-0.4	0.9	1.23259516440783e-33	3	1.88915916375402	0	0	0.7853981633975	0.766716078637694	-3.10862446895044e-16	1	0.596981515558794	5.71391487286792	4.30133835305121	7.85186692527831
"12"	12	-0.119913373378217	-0.290321578923729	1	2	0.735621939758795	3.06314401068634	1	3	0.0617283950617284	0	0.340498628111113	3	1	0.2	0	3.08148791101958e-34	3	1.52295506753132	0	0	1.96349540849375	0.789916937051109	-2.66453525910038e-16	1	2.80524002419803	3.26360257120871	-3.10294315827269	-2.61036131100745
"13"	13	-0.265814422744599	0.468112075591485	1	5	1.08219553003877	-0.0577848051520174	1	5	0.166666666666667	0	0.278549246755458	2	0.25	-0.4	0.6	3.08148791101958e-34	4	1.73512645696292	0	0	0.7853981633975	1.05706437886948	3.44169137633799e-16	1	3.22062914199467	2.46456819565371	0.843284894449825	0.479838104450196
"14"	14	0.863083348521251	0.992988173924753	3	5	0.627741162589377	-0.149883534585288	0.888888888888889	6	0.166666666666667	2	0.224360905563889	2	0.75	-0.3	0.7	1.92592994438724e-33	5	1.73512645696292	0	0	0.39269908169875	0.697909703055781	6.88338275267597e-16	1	1.78973335013568	2.8744386018836	-1.0745283478797	-1.70538724337387
"15"	15	-0.992024412555516	0.070433533547377	1	2	0.908908734898781	1.4564119315532	1	3	0.00823045267489712	0	0.304994670076473	3	1	-0.5	0.4	7.70371977754894e-35	5	2.04319187054512	0	0	1.570796326795	0.986760722401775	1.94289029309402e-16	1	1.84361350755689	3.04933079832774	-5.67010753556831	-0.450081132572925
"16"	16	-0.449988587208986	-0.603794217703088	2	4	0.974314752869349	0.135692451004113	1	5	0.0740740740740741	0	0.291682948164166	1	0.333333333333333	0.3	-0.5	6.93334779979405e-34	3	1.88915916375402	0	0	0.7853981633975	1.27280518174575	6.35602681597902e-16	1	7.87332235801051	5.5283448630853	-3.66520243905122	3.24953799891535
"17"	17	-1.03211847161643	-0.114429809805779	1	4	1.03972077083992	-0.777487319735076	0.888888888888889	5	0.0740740740740741	0	0.252695738042887	1	0.333333333333333	-0.2	0.3	0	3	1.52295506753132	0	0	0.7853981633975	1.18859853088116	-9.15933995315754e-17	1	3.73259635600841	6.7277129432595	1.42873175388522	4.45763576576185
"18"	18	-0.878255820222283	-1.02539374038622	1	2	0.801027957729363	-1.19930231464939	1	3	0.0123456790123457	2	0.323323688943012	2	1	-0.1	0.25	0	3	2.04319187054512	0	0	1.96349540849375	1.36936186121238	-4.32986979603811e-16	1	2.48326866056031	4.71734025092282	6.29670746158566	3.8935288489599
"19"	19	1.01925113229251	0.116920659524493	1	4	0.974314752869349	2.49939725348054	1	5	0.0416666666666667	0	0.269782614054051	1	0.5	-0.1	0.5	6.93334779979405e-34	6	1.73512645696292	0	0	1.17809724509625	1.40536847413464	-1.77635683940025e-16	1	3.98790016914552	3.09364269915097	-8.46965835595352	-3.07537541310647
"20"	20	-0.385352965450012	-0.222409411712763	1	4	0.97431475286935	0.709535094205023	1	5	0.0740740740740741	0	0.262652197682924	1	0.333333333333333	0.2	-0.6	3.08148791101958e-34	3	1.73512645696292	0	0	0.7853981633975	1.27412363116857	1.63757896132211e-16	1	6.69867546145239	6.37917358792228	-0.681477442012095	-1.689023978796
