"instance"	"DN_HistogramMode_5"	"DN_HistogramMode_10"	"CO_f1ecac"	"CO_FirstMin_ac"	"CO_HistogramAMI_even_2_5"	"CO_trev_1_num"	"MD_hrv_classic_pnn40"	"SB_BinaryStats_mean_longstretch1"	"SB_TransitionMatrix_3ac_sumdiagcov"	"PD_PeriodicityWang_th0_01"	"CO_Embed2_Dist_tau_d_expfit_meandiff"	"IN_AutoMutualInfoStats_40_gaussian_fmmi"	"FC_LocalSimple_mean1_tauresrat"	"DN_OutlierInclude_p_001_mdrmd"	"DN_OutlierInclude_n_001_mdrmd"	"SP_Summaries_welch_rect_area_5_1"	"SB_BinaryStats_diff_longstretch0"	"SB_MotifThree_quantile_hh"	"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"SP_Summaries_welch_rect_centroid"	"FC_LocalSimple_mean3_stderr"	"DN_Mean"	"DN_Spread_Std"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"1"	1	0.138060226290066	1.16884392718248	1	1	0.908908734898781	0.727714465044628	1	3	0.0205761316872428	0	0.351417040914896	3	1	-0.2	-0.2	0	3	1.88915916375402	0	0	2.74889357189125	1.07958209827021	-4.32986979603811e-16	1	5.69945902330864	0.179938817622058	3.42183383080134	8.48628002450219
"2"	2	0.10680713082378	0.267779990553064	1	2	0.801027957729363	-0.684267236457269	1	4	0.0625	2	0.225173078032524	2	1	-0.4	0.5	7.70371977754894e-35	3	1.88915916375402	0	0	1.17809724509625	1.30506256022317	2.1094237467878e-16	1	5.41053623095751	5.70009160832495	-5.35404009762492	2.76787147719077
"3"	3	0.370486738877256	0.184292893990808	1	1	0.801027957729363	-1.14904178539289	1	3	0.333333333333333	0	0.274926005402544	3	0.2	-0.3	0.6	3.08148791101958e-34	3	1.83102048111352	0	0	1.96349540849375	0.723920616213866	1.99840144432528e-16	1	1.57994648752958	6.37488520105643	1.03789863418274	4.21933069937961
"4"	4	0.411430027866962	-0.138358370419039	1	1	0.562335144618808	4.36598714564067	1	5	0.0205761316872428	0	0.304539417072546	1	1	0	0.6	3.08148791101958e-34	3	1.88915916375402	0	0	2.3561944901925	1.28690812085543	1.99840144432528e-16	1	2.61235568666599	6.47805123577276	7.62276039219934	-3.08988695702752
"5"	5	1.06243818074201	0.014439984257119	1	2	0.908908734898781	-0.699381166124365	1	5	0.0625	0	0.322413608186404	2	0.5	0	0.4	0	3	1.73512645696292	0	0	1.570796326795	1.40020713550791	3.10862446895044e-16	1	2.25508960301943	0.188678665785412	2.48316400187186	6.26020551459396
"6"	6	-0.0398458023394445	0.111296586521195	1	2	0.693147180559945	-2.55081821535213	1	3	0.0246913580246914	2	0.287856259832036	3	1	0.1	0.7	3.77482269099898e-33	3	1.88915916375402	0	0	1.96349540849375	1.35107861078146	8.88178419700125e-17	1	4.35104882220082	2.7364007722713	0.880899361223055	7.5031237461072
"7"	7	-0.371797827706563	-0.371797827706563	1	1	0.604809903817658	-1.83102550330354	1	2	0.0576131687242798	0	0.311927040206844	5	1	0.2	0.4	0	2	1.52295506753132	0	0	2.3561944901925	1.38619375228424	-5.55111512312578e-18	1	2.34523449619897	3.35677910658901	-3.82790171346251	-4.14366355848531
"8"	8	-0.269293528186803	-0.0951792413006033	1	3	0.519860385419959	0.894538765193641	0.888888888888889	4	0.111111111111111	0	0.298578334169468	1	0.333333333333333	-0.2	0.7	0	4	1.88915916375402	0	0	1.17809724509625	1.34000815675228	-4.44089209850063e-16	1	3.49019154399663	4.94462813082805	-1.15488820640353	1.57643788477955
"9"	9	-0.325842489827447	-0.175389482652503	1	3	0.627741162589377	2.03573542201668	0.888888888888889	4	0.0625	0	0.245310159796223	1	0.5	-0.1	0.3	6.93334779979405e-34	3	1.73512645696292	0	0	1.17809724509625	1.41388541422595	-1.11022302462516e-16	1	-0.0882175705186636	6.86878118374656	0.248151688232652	0.941690180724651
"10"	10	-0.235169798707433	-0.143455663118995	1	1	0.45445436744939	-1.54517174556918	1	2	0.111111111111111	0	0.307210142748231	2	0.333333333333333	-0.6	0.3	1.23259516440783e-33	4	1.73512645696292	0	0	0.7853981633975	0.742213543209359	4.44089209850063e-17	1	5.24420749639188	2.34672553418321	4.61374496662377	2.07916444089359
"11"	11	0.810361413221435	0.953282366197833	1	1	0.670215921788226	1.56767478617659	0.888888888888889	3	0.0452674897119342	0	0.296585107352866	3	1	-0.5	0.6	0	4	1.67698777432242	0	0	1.570796326795	1.24801374285768	1.55431223447522e-16	1	0.596981515558794	5.71391487286792	4.30133835305121	7.85186692527831
"12"	12	0.983581501809616	1.13983207343339	1	4	0.670215921788226	-0.497988664844521	1	3	0.166666666666667	0	0.25204201460166	3	0.25	-0.4	0.6	2.77333911991762e-33	3	1.73512645696292	0	0	0.7853981633975	0.757979899737053	-4.32986979603811e-16	1	2.80524002419803	3.26360257120871	-3.10294315827269	-2.61036131100745
"13"	13	0.239150644780564	0.0518322230212687	1	2	0.519860385419959	-0.607206970421419	1	5	0.166666666666667	0	0.288572982583164	1	0.25	-0.2	0.7	3.08148791101958e-34	3	1.88915916375402	0	0	1.17809724509625	1.2491084984829	-2.44249065417534e-16	1	3.22062914199467	2.46456819565371	0.843284894449825	0.479838104450196
"14"	14	-0.979733822655339	-0.541149621212976	2	5	0.801027957729363	-0.0981247714347941	1	5	0.111111111111111	0	0.12434155724616	2	0.666666666666667	-0.4	0.6	3.08148791101958e-34	6	1.88915916375402	0	0	0.39269908169875	0.764489128278536	-1.22124532708767e-16	1	1.78973335013568	2.8744386018836	-1.0745283478797	-1.70538724337387
"15"	15	-0.318383877539782	-1.24362073848859	1	1	0.693147180559945	1.61540023843252	1	4	0.0205761316872428	0	0.292287596222263	2	1	0	0.4	1.23259516440783e-33	4	1.88915916375402	0	0	1.96349540849375	1.32207489062798	1.33226762955019e-16	1	1.84361350755689	3.04933079832774	-5.67010753556831	-0.450081132572925
"16"	16	0.523561595076378	0.819487174390793	1	2	1.03972077083992	-0.752714304539914	1	3	0.0625	2	0.298804367481039	2	0.5	0	-0.2	3.08148791101958e-34	2	1.88915916375402	0	0	1.570796326795	1.3394499554625	-1.27675647831893e-16	1	7.87332235801051	5.5283448630853	-3.66520243905122	3.24953799891535
"17"	17	-0.38937847106735	0.123838677300505	1	2	0.908908734898781	-3.8945025806374	1	5	0.00823045267489712	0	0.300603618239191	2	1	-0.2	0.6	3.08148791101958e-34	3	2.04319187054512	0	0	1.96349540849375	1.25886707538036	2.91433543964104e-16	1	3.73259635600841	6.7277129432595	1.42873175388522	4.45763576576185
"18"	18	0.20093860636357	-0.555579455843583	1	3	0.908908734898781	0.604069137994657	1	4	0.0625	0	0.260061549118125	3	1	-0.1	-0.1	0	4	1.73512645696292	0	0	1.17809724509625	1.51248099284094	4.66293670342566e-16	1	2.48326866056031	4.71734025092282	6.29670746158566	3.8935288489599
"19"	19	-0.97221580203288	-0.155921548811345	1	2	1.03972077083992	-0.456670539135109	1	4	0.0625	2	0.272827357264991	2	0.5	-0.4	0.4	3.08148791101958e-34	3	1.88915916375402	0	0	1.570796326795	1.14040481845466	5.32907051820075e-16	1	3.98790016914552	3.09364269915097	-8.46965835595352	-3.07537541310647
