"instance"	"DN_HistogramMode_5"	"DN_HistogramMode_10"	"CO_f1ecac"	"CO_FirstMin_ac"	"CO_HistogramAMI_even_2_5"	"CO_trev_1_num"	"MD_hrv_classic_pnn40"	"SB_BinaryStats_mean_longstretch1"	"SB_TransitionMatrix_3ac_sumdiagcov"	"PD_PeriodicityWang_th0_01"	"CO_Embed2_Dist_tau_d_expfit_meandiff"	"IN_AutoMutualInfoStats_40_gaussian_fmmi"	"FC_LocalSimple_mean1_tauresrat"	"DN_OutlierInclude_p_001_mdrmd"	"DN_OutlierInclude_n_001_mdrmd"	"SP_Summaries_welch_rect_area_5_1"	"SB_BinaryStats_diff_longstretch0"	"SB_MotifThree_quantile_hh"	"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"SP_Summaries_welch_rect_centroid"	"FC_LocalSimple_mean3_stderr"	"DN_Mean"	"DN_Spread_Std"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"1"	1	-0.460837729602315	-0.510786408200556	1	1	1.14760154800934	2.71555146381608	1	3	0.0246913580246914	0	0.31996260267075	1	1	0	0.1	7.70371977754894e-35	3	1.88915916375402	0	0	2.3561944901925	1.40382236218421	-1.38777878078145e-16	1	5.69945902330864	0.179938817622058	3.42183383080134	8.48628002450219
"2"	2	0.770404860976689	0.911977443410293	1	4	0.519860385419959	-0.781151259509488	1	5	0.0625	0	0.289103142108452	1	0.5	0.2	-0.6	3.08148791101958e-34	3	1.88915916375402	0	0	1.17809724509625	1.34818274014769	9.56179579958416e-16	1	5.41053623095751	5.70009160832495	-5.35404009762492	2.76787147719077
"3"	3	-0.226705133528933	-0.0640676661523909	1	2	0.735621939758795	0.0585235852118584	1	2	0.0625	0	0.292591335643211	2	0.5	0.4	0.1	1.23259516440783e-33	3	2.04319187054512	0	0	1.17809724509625	1.45199389783178	4.44089209850063e-17	1	1.57994648752958	6.37488520105643	1.03789863418274	4.21933069937961
"4"	4	-0.862311485202267	-1.01482871043919	1	4	0.974314752869349	0.0398551605217776	1	3	0.0740740740740741	0	0.290450033050665	5	0.333333333333333	-0.2	0.6	1.23259516440783e-33	3	2.04319187054512	0	0	1.17809724509625	1.21906976921013	2.55351295663786e-16	1	2.61235568666599	6.47805123577276	7.62276039219934	-3.08988695702752
"5"	5	-0.867143783584963	-0.99835283360055	1	4	0.519860385419959	0.616544564745179	1	3	0.0123456790123457	0	0.24736930141039	5	1	-0.3	0.3	0	3	2.04319187054512	0	0	1.570796326795	1.37816656785649	1.99840144432528e-16	1	2.25508960301943	0.188678665785412	2.48316400187186	6.26020551459396
"6"	6	0.458083130890594	-0.304534928672782	1	3	0.735621939758795	-2.25480327406316	1	4	0.0740740740740741	0	0.28590529316136	1	0.333333333333333	-0.2	0.3	1.23259516440783e-33	2	1.67698777432242	0	0	1.17809724509625	1.4422009958003	-6.32827124036339e-16	1	4.35104882220082	2.7364007722713	0.880899361223055	7.5031237461072
"7"	7	-0.947495128335801	-0.807471908598038	1	2	0.627741162589377	0.527994561032479	0.888888888888889	3	0.0625	0	0.217666384639372	3	0.5	-0.2	0.6	1.23259516440783e-33	3	1.88915916375402	0	0	1.570796326795	1.03876482356924	6.66133814775094e-16	1	2.34523449619897	3.35677910658901	-3.82790171346251	-4.14366355848531
"8"	8	-0.57680659241835	-0.725708407717957	2	4	0.604809903817658	-0.653746731876617	1	6	0.111111111111111	0	0.199561448814339	1	0.333333333333333	0	0.6	0	3	1.73512645696292	0	0	0.7853981633975	1.33514137833069	-2.05391259555654e-16	1	3.49019154399663	4.94462813082805	-1.15488820640353	1.57643788477955
"9"	9	-0.566848559307993	-1.02360415312446	1	2	0.908908734898781	0.648993235375545	0.888888888888889	3	0.0625	0	0.234946224934796	1	0.5	-0.1	0.8	6.93334779979405e-34	3	1.73512645696292	0	0	0.7853981633975	1.12102533195385	-1.33226762955019e-16	1	-0.0882175705186636	6.86878118374656	0.248151688232652	0.941690180724651
"10"	10	0.127336119427154	-0.0398319768517025	1	1	0.974314752869349	-0.282544080506289	1	6	0.111111111111111	0	0.205941726913136	2	0.333333333333333	-0.3	0.6	1.92592994438724e-33	3	1.88915916375402	0	0	0.7853981633975	0.991164834506812	-1.77635683940025e-16	1	5.24420749639188	2.34672553418321	4.61374496662377	2.07916444089359
"11"	11	-0.112798623029539	0.050270728492585	1	1	0.45445436744939	3.43172679330868	1	2	0.0205761316872428	0	0.285639610553606	1	1	0.4	0.4	1.23259516440783e-33	2	1.88915916375402	0	0	1.96349540849375	1.48036673939852	0	1	0.596981515558794	5.71391487286792	4.30133835305121	7.85186692527831
"12"	12	0.469114568339323	0.290379227308802	1	5	0.562335144618808	1.22224729995661	1	5	0.0416666666666667	0	0.244326193924556	1	0.5	-0.2	0	2.77333911991762e-33	6	1.88915916375402	0	0	1.17809724509625	1.06999847693716	6.09234884763055e-16	1	2.80524002419803	3.26360257120871	-3.10294315827269	-2.61036131100745
"13"	13	0.00837788745671331	-1.22077641758688	3	6	0.908908734898781	-0.391155861722906	1	4	0.166666666666667	0	0.146282360922209	3	0.25	-0.4	0.8	1.08333559371782e-33	3	1.88915916375402	0	0	0.39269908169875	0.499397582800008	-3.33066907387547e-16	1	3.22062914199467	2.46456819565371	0.843284894449825	0.479838104450196
"14"	14	0.382018698580012	0.231167097272994	1	1	0.735621939758795	-0.908704811069072	1	6	0.111111111111111	0	0.308572937758267	2	0.333333333333333	-0.4	0.6	0	2	1.52295506753132	0	0	0.7853981633975	1.12768562536746	-2.692290834716e-16	1	1.78973335013568	2.8744386018836	-1.0745283478797	-1.70538724337387
"15"	15	-0.746228371700531	-0.879931136483039	1	1	1.08219553003877	0.137895229022442	1	3	0.0246913580246914	0	0.2950867131078	2	1	-0.2	0.3	4.93038065763132e-33	4	1.88915916375402	0	0	2.3561944901925	1.0825377342142	2.72004641033163e-16	1	1.84361350755689	3.04933079832774	-5.67010753556831	-0.450081132572925
"16"	16	-0.237187674761192	-0.572720050790432	1	1	0.49692912664824	-3.57328289860778	1	5	0.0329218106995885	0	0.304098562565186	2	1	0.5	-0.4	7.70371977754894e-35	2	1.73512645696292	0	0	1.96349540849375	1.2235645204405	-4.88498130835069e-16	1	7.87332235801051	5.5283448630853	-3.66520243905122	3.24953799891535
"17"	17	0.935864051151574	0.348492056039663	1	2	0.735621939758795	-0.507873744904748	1	2	0.0205761316872428	0	0.326485743203192	5	1	0.4	0.1	0	3	1.88915916375402	0	0	1.96349540849375	0.974834864745841	1.77635683940025e-16	1	3.73259635600841	6.7277129432595	1.42873175388522	4.45763576576185
"18"	18	0.00204997164239651	-1.21634213441105	1	1	0.908908734898781	0.333651963624423	1	4	0.037037037037037	0	0.328307436623283	2	1	-0.2	0.6	1.23259516440783e-33	3	1.73512645696292	0	0	2.3561944901925	1.12866193918732	1.33226762955019e-16	1	2.48326866056031	4.71734025092282	6.29670746158566	3.8935288489599
"19"	19	-0.336118311752308	-0.336118311752308	1	1	1.08219553003877	-0.452463738255359	1	4	0.111111111111111	0	0.306285267288274	2	0.333333333333333	-0.2	0.8	3.08148791101958e-34	3	1.67698777432242	0	0	0.7853981633975	1.24630183672101	-8.88178419700125e-17	1	3.98790016914552	3.09364269915097	-8.46965835595352	-3.07537541310647
"20"	20	1.0294416361613	0.873364862159763	1	4	0.735621939758795	-1.24081078073603	1	6	0.0416666666666667	0	0.241257472239807	5	0.5	0.3	-0.4	0	3	1.88915916375402	0	0	1.17809724509625	1.38684585616097	-5.19029264012261e-16	1	6.69867546145239	6.37917358792228	-0.681477442012095	-1.689023978796
"21"	21	0.269449372173221	0.112590551864665	2	3	0.908908734898781	-0.683132028367004	0.888888888888889	6	0.0625	0	0.251786853938498	1	1	-0.1	0.5	1.08333559371782e-33	4	1.88915916375402	0	0	0.7853981633975	1.46229695543343	1.07813064031959e-16	1	2.90974385496697	5.73344727795009	3.04329153527271	5.12130681837962
"22"	22	1.1695152538965	0.224756712662748	1	1	0.670215921788226	0.890765221854212	1	4	0.0329218106995885	0	0.275392310218503	1	1	-0.1	-0.6	0	3	1.73512645696292	0	0	1.570796326795	1.24863976997106	-7.36910532594948e-16	1	4.87528436703729	5.71906078222197	0.247231293183634	-1.72111383192055
