"instance"	"DN_HistogramMode_5"	"DN_HistogramMode_10"	"CO_f1ecac"	"CO_FirstMin_ac"	"CO_HistogramAMI_even_2_5"	"CO_trev_1_num"	"MD_hrv_classic_pnn40"	"SB_BinaryStats_mean_longstretch1"	"SB_TransitionMatrix_3ac_sumdiagcov"	"PD_PeriodicityWang_th0_01"	"CO_Embed2_Dist_tau_d_expfit_meandiff"	"IN_AutoMutualInfoStats_40_gaussian_fmmi"	"FC_LocalSimple_mean1_tauresrat"	"DN_OutlierInclude_p_001_mdrmd"	"DN_OutlierInclude_n_001_mdrmd"	"SP_Summaries_welch_rect_area_5_1"	"SB_BinaryStats_diff_longstretch0"	"SB_MotifThree_quantile_hh"	"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"SP_Summaries_welch_rect_centroid"	"FC_LocalSimple_mean3_stderr"	"DN_Mean"	"DN_Spread_Std"	"state_Shift..dimension.1."	"state_Shift..dimension.2."	"state_Slope..dimension.1."	"state_Slope..dimension.2."
"1"	1	0.656631025070106	0.0425793710282208	1	1	0.801027957729363	-1.61292848629489	1	4	0.0246913580246914	0	0.326271263798993	1	1	0.2	0.2	0	2	1.88915916375402	0	0	2.3561944901925	1.29208622576004	1.99840144432528e-16	1	5.69945902330864	0.179938817622058	3.42183383080134	8.48628002450219
"2"	2	-0.331311955570181	-0.510469591877832	1	1	0.801027957729363	-3.67033166355774	1	4	0.0205761316872428	0	0.317360981562236	3	1	0	0.5	0	2	1.88915916375402	0	0	2.3561944901925	1.39911370074083	-1.10467190950203e-15	1	5.41053623095751	5.70009160832495	-5.35404009762492	2.76787147719077
"3"	3	0.644576161759845	0.205380814929337	1	1	0.735621939758795	-0.661326750139249	1	4	0.0329218106995885	0	0.310568270700311	1	1	-0.1	0.4	1.23259516440783e-33	3	1.73512645696292	0	0	2.3561944901925	1.33621696979975	4.77395900588817e-16	1	1.57994648752958	6.37488520105643	1.03789863418274	4.21933069937961
"4"	4	-0.239822948473821	-0.0804858019660867	1	1	1.08219553003877	-0.789019209963126	1	4	0.0246913580246914	0	0.345000535872144	1	1	0.3	0.1	3.08148791101958e-34	2	1.88915916375402	0	0	2.3561944901925	1.41773309449169	1.36002320516582e-16	1	2.61235568666599	6.47805123577276	7.62276039219934	-3.08988695702752
"5"	5	-0.0442549487011636	-0.203892889295801	1	1	0.693147180559945	3.37145695648725	1	2	0.0329218106995885	0	0.311812707856708	1	1	0.5	0	6.93334779979405e-34	3	1.73512645696292	0	0	2.3561944901925	1.31049944841849	1.55431223447522e-16	1	2.25508960301943	0.188678665785412	2.48316400187186	6.26020551459396
"6"	6	-0.565496658515507	0.177978076896619	1	1	1.38629436111989	-0.0275596532797524	1	5	0.0452674897119342	0	0.321087769150922	2	1	-0.1	0.6	4.81482486096809e-34	3	1.67698777432242	0	0	1.96349540849375	0.856765285572017	-2.44249065417534e-16	1	4.35104882220082	2.7364007722713	0.880899361223055	7.5031237461072
"7"	7	-0.116200551581989	-0.582348866649336	1	2	0.627741162589377	1.98527541712628	1	3	0.0823045267489712	2	0.313633234538646	3	1	0.1	0.2	0	3	1.31078367809971	0	0	1.96349540849375	1.31716203459554	3.10862446895044e-16	1	2.34523449619897	3.35677910658901	-3.82790171346251	-4.14366355848531
"8"	8	-0.724548256771123	-0.578499774598881	1	2	0.249583629907441	-1.01208633275969	0.888888888888889	3	0.0625	0	0.24176762132023	3	0.5	-0.1	0.4	3.08148791101958e-34	3	1.88915916375402	0	0	1.17809724509625	1.4370850923615	2.66453525910038e-16	1	3.49019154399663	4.94462813082805	-1.15488820640353	1.57643788477955
"9"	9	0.804402862031786	0.430482342801241	1	1	1.2130075659799	-1.07432844762324	1	3	0.333333333333333	0	0.24102297056401	2	0.2	-0.5	0.8	1.23259516440783e-33	4	1.52295506753132	0	0	1.17809724509625	0.7489384409436	-5.32907051820075e-16	1	-0.0882175705186636	6.86878118374656	0.248151688232652	0.941690180724651
"10"	10	0.28503219185803	0.0941149603279379	1	4	0.281167572309404	0.0140748590585237	1	5	0.0625	0	0.344372051914875	1	0.5	-0.1	-0.4	6.93334779979405e-34	5	1.73512645696292	0	0	1.17809724509625	1.35301898307143	8.72912853111529e-16	1	5.24420749639188	2.34672553418321	4.61374496662377	2.07916444089359
"11"	11	0.903702789090568	1.04278823278769	1	1	0.801027957729363	-0.12311348868362	1	4	0.0205761316872428	0	0.305768366378421	2	1	-0.4	0.2	1.23259516440783e-33	4	1.88915916375402	0	0	1.96349540849375	1.07973246915404	1.84574577843932e-16	1	0.596981515558794	5.71391487286792	4.30133835305121	7.85186692527831
"12"	12	-0.348679034677555	-0.348679034677555	1	2	0.908908734898781	0.414462180144457	1	5	0.0625	0	0.242479221035945	3	1	-0.3	0.4	0	5	1.73512645696292	0	0	1.17809724509625	0.790191230450518	4.44089209850063e-16	1	2.80524002419803	3.26360257120871	-3.10294315827269	-2.61036131100745
"13"	13	-0.924530026804376	-0.353562920335239	3	5	0.97431475286935	-0.521983925096197	0.888888888888889	6	0.111111111111111	0	0.220735532875753	3	0.333333333333333	-0.3	0.6	3.08148791101958e-34	2	1.88915916375402	0	0	0.7853981633975	1.00550780264162	1.22124532708767e-16	1	3.22062914199467	2.46456819565371	0.843284894449825	0.479838104450196
"14"	14	-0.277305822608975	-0.118694536202431	2	5	0.735621939758795	-0.669040933101397	1	3	0.111111111111111	0	0.251983081955818	2	0.333333333333333	-0.4	0.4	7.70371977754894e-35	4	1.88915916375402	0	0	0.7853981633975	1.10771759972792	3.94129173741931e-16	1	1.78973335013568	2.8744386018836	-1.0745283478797	-1.70538724337387
